title,type,genres,imdb_score,tmdb_popularity
Chippa,MOVIE,['drama'],6.5,1.315
Isa Pa with Feelings,MOVIE,"['comedy', 'romance', 'drama']",7.8,2.73
Fire in Paradise,MOVIE,['documentation'],,4.532
Omo Ghetto: The Saga,MOVIE,"['comedy', 'action', 'drama']",7.5,1.4
Bread Barbershop,SHOW,['animation'],7.4,
Spookley and the Christmas Kittens,MOVIE,['music'],,2.287
뽀로로 동화나라,SHOW,['animation'],,0.6
The Knight and the Princess,MOVIE,"['comedy', 'family', 'fantasy', 'history', 'animation', 'action']",5.5,1.209
The End,MOVIE,['crime'],,0.675
Ari Eldjárn: Pardon My Icelandic,MOVIE,['comedy'],,2.271
Boi,MOVIE,"['thriller', 'european']",,3.617
Showtime 1958,MOVIE,['drama'],5.6,1.275
Six Windows in the Desert,SHOW,"['drama', 'scifi', 'comedy', 'history']",4.3,1.176
One-Way to Tomorrow,MOVIE,"['comedy', 'romance', 'drama']",5.6,3.827
"Colin Quinn: Red State, Blue State",MOVIE,['comedy'],7.6,2.538
Malibu Rescue: The Next Wave,MOVIE,"['comedy', 'family', 'action']",4.8,8.488
Money Trap,MOVIE,"['action', 'comedy', 'crime', 'drama']",6.0,9.695
Kaali Khuhi,MOVIE,"['thriller', 'horror', 'drama']",3.5,1.95
Nothing to Lose 2,MOVIE,['drama'],3.0,
Blood Will Tell,MOVIE,"['thriller', 'drama']",6.1,2.268
George Lopez: We'll Do It for Half,MOVIE,['comedy'],5.7,2.137
Sexy Central,SHOW,['comedy'],,1.722
Time Out,MOVIE,"['comedy', 'drama', 'romance']",5.9,
Dark Forces,MOVIE,"['horror', 'thriller', 'action']",2.7,4.03
Pegasus,MOVIE,"['comedy', 'action', 'fantasy', 'sport']",6.3,5.369
Bhangra Paa Le,MOVIE,"['music', 'comedy', 'drama']",6.2,3.101
Milestone,MOVIE,['drama'],6.6,1.579
Bhaag Beanie Bhaag,SHOW,['drama'],,1.187
122,MOVIE,"['horror', 'thriller']",6.0,3.717
Saavat,MOVIE,"['thriller', 'crime', 'drama']",6.5,0.974
Dorasani,MOVIE,"['drama', 'romance']",5.8,2.545
Krishna and His Leela,MOVIE,"['comedy', 'romance']",5.6,
A Go! Go! Cory Carson Halloween,MOVIE,"['animation', 'family', 'horror']",6.4,2.048
Green Door,SHOW,"['drama', 'comedy', 'horror', 'thriller']",6.4,2.114
Axone,MOVIE,"['comedy', 'drama']",6.9,1.895
Dilan 1991,MOVIE,"['drama', 'romance']",6.5,3.22
Booba: Food Puzzle,SHOW,"['comedy', 'family', 'animation']",8.3,
A Go! Go! Cory Carson Christmas,MOVIE,"['animation', 'family']",6.1,14.016
Dying to Tell,MOVIE,"['documentation', 'european']",6.8,1.881
Tootsies & The Fake,MOVIE,['comedy'],5.9,3.134
Tee Shot: Ariya Jutanugarn,MOVIE,['drama'],,2.757
Fary: Hexagone,SHOW,['comedy'],6.2,1.41
Nailed It! Germany,SHOW,['reality'],5.7,2.157
Namaste Wahala,MOVIE,"['comedy', 'drama', 'romance']",5.1,2.696
Guillermo Vilas: Settling the Score,MOVIE,"['documentation', 'sport']",7.1,1.754
The Beginning of Life 2: Outside,MOVIE,['documentation'],8.0,1.29
90 ML,MOVIE,"['drama', 'romance', 'comedy']",3.3,1.81
Soulmate,MOVIE,['drama'],,1.4
Citation,MOVIE,"['thriller', 'drama']",6.1,4.944
Adam Devine: Best Time of Our Lives,MOVIE,['comedy'],5.9,2.486
Nailed It! Mexico,SHOW,['reality'],6.2,4.224
Dogwashers,MOVIE,"['crime', 'drama', 'comedy']",5.8,29.101
Small Chops,MOVIE,['drama'],3.0,1.2
Kaagar,MOVIE,"['crime', 'drama']",6.2,1.4
Sol Levante,MOVIE,"['fantasy', 'scifi']",,2.659
Valentino,SHOW,['comedy'],5.2,6.16
Stunt School,MOVIE,['comedy'],4.4,1.509
Bypass Road,MOVIE,"['thriller', 'drama']",5.4,1.523
La Vocera,MOVIE,['documentation'],7.2,1.679
Fan Girl,MOVIE,['drama'],6.6,2.273
Ahaan,MOVIE,"['comedy', 'drama']",7.0,1.017
Ricardo Quevedo: los amargados somos más,MOVIE,['comedy'],7.3,2.175
Deon Cole: Cole Hearted,MOVIE,['comedy'],6.9,3.008
Who's the Boss,MOVIE,"['comedy', 'romance']",5.7,2.236
27 Steps of May,MOVIE,['drama'],8.0,1.857
Mere Pyare Prime Minister,MOVIE,['drama'],6.8,1.988
The Netflix Afterparty: The Best Shows of The Worst Year,MOVIE,['documentation'],,1.492
No hay tiempo para la vergüenza,SHOW,['reality'],5.8,1.008
Brother in Love,MOVIE,"['comedy', 'family']",7.0,3.146
All Because of You,MOVIE,"['romance', 'comedy', 'action']",3.9,2.519
Urzila Carlson: Overqualified Loser,MOVIE,['comedy'],6.3,2.95
From Stress to Happiness,MOVIE,['documentation'],6.3,2.581
Badanamu Stories,SHOW,['animation'],5.6,
Luccas Neto em: Uma Babá Muito Esquisita,MOVIE,"['comedy', 'family']",3.0,2.143
Word Party Songs,SHOW,"['animation', 'family']",3.6,2.346
Bangkok Love Stories: Plead,SHOW,['drama'],7.2,1.82
You Are My Home,MOVIE,['family'],,4.44
Jai Mummy Di,MOVIE,"['comedy', 'drama', 'romance']",3.7,2.23
The 43,SHOW,"['documentation', 'war']",7.1,2.828
Kings of Jo'Burg,SHOW,"['crime', 'thriller']",5.0,5.53
Bad Boy Billionaires: India,SHOW,"['crime', 'documentation']",7.9,1.974
One Day We'll Talk About Today,MOVIE,"['drama', 'family', 'music', 'documentation']",7.4,2.614
Perfume Imaginary Museum “Time Warp”,MOVIE,['music'],6.5,1.555
Mauricio Meirelles: Generating Chaos,MOVIE,['comedy'],,2.182
Spectros,SHOW,['scifi'],,7.354
Dolly Kitty and Those Twinkling Stars,MOVIE,"['drama', 'comedy']",5.5,2.456
Giving Voice,MOVIE,['documentation'],,2.685
The Unremarkable Juanquini,SHOW,['comedy'],4.3,7.945
Mariposa,MOVIE,"['comedy', 'drama', 'romance']",6.9,
True: Happy Hearts Day,MOVIE,"['action', 'animation', 'family']",,2.006
Kedibone,MOVIE,['drama'],4.5,2.368
Kevin Hart's Guide to Black History,MOVIE,['comedy'],5.5,3.248
London Hughes: To Catch A D*ck,MOVIE,['comedy'],4.7,3.879
Jeff Garlin: Our Man in Chicago,MOVIE,['comedy'],5.9,2.251
Encounters,SHOW,['comedy'],,0.6
Milea,MOVIE,"['drama', 'romance']",6.1,3.228
Guatemala: Heart of the Mayan World,MOVIE,['documentation'],6.6,2.275
The House of Flowers Presents: The Funeral,MOVIE,['comedy'],,10.517
"Wait, My Youth",SHOW,"['drama', 'romance']",8.0,4.459
Furtive,MOVIE,['thriller'],5.1,1.945
Voices of Fire,SHOW,"['music', 'reality']",6.8,1.137
Illegal Woman,MOVIE,"['drama', 'crime', 'european']",6.1,1.65
Not a Game,MOVIE,"['documentation', 'drama']",,3.061
The Defected,SHOW,"['drama', 'crime']",7.4,6.024
Leslie Jones: Time Machine,MOVIE,['comedy'],,1.762
The Magic School Bus Rides Again: The Frizz Connection,MOVIE,"['animation', 'family']",,2.052
Country Ever After,SHOW,"['reality', 'music']",6.4,1.11
Seriously Single,MOVIE,"['comedy', 'romance']",4.4,7.403
Four Sisters Before the Wedding,MOVIE,"['comedy', 'drama']",6.2,
Girl's Revenge,MOVIE,['drama'],5.7,12.91
Velvet Colección: Grand Finale,MOVIE,"['comedy', 'romance']",7.2,2.102
Dollar,SHOW,"['action', 'drama', 'romance']",6.6,2.16
Aaviri,MOVIE,"['drama', 'thriller']",3.5,0.994
A Home with a View,MOVIE,"['comedy', 'drama']",5.9,2.904
The Claudia Kishi Club,MOVIE,['documentation'],,1.135
A Trash Truck Christmas,MOVIE,"['action', 'family', 'animation', 'comedy']",5.5,17.611
RattleSnake: The Ahanna Story,MOVIE,['drama'],4.7,
The Bling Lagosians,MOVIE,['drama'],6.4,2.214
Sitara,MOVIE,"['drama', 'animation']",8.0,1.115
Léa & I,MOVIE,['documentation'],6.5,3.101
Mundina Nildana,MOVIE,"['drama', 'romance', 'comedy']",6.2,1.453
Bookmarks: Celebrating Black Voices,SHOW,['family'],5.0,3.313
Tuna Girl,MOVIE,"['drama', 'comedy']",6.1,1.508
Mo Gilligan: Momentum,MOVIE,['comedy'],6.3,2.839
This Lady Called Life,MOVIE,['drama'],6.7,1.709
Andre and His Olive Tree,MOVIE,['documentation'],6.7,1.519
Go! Go! Cory Carson: The Chrissy,MOVIE,"['animation', 'family']",,4.428
Guddiyan Patole,MOVIE,"['comedy', 'drama']",7.0,2.072
Maradona's Legs,MOVIE,"['drama', 'comedy']",,1.25
Kaamyaab,MOVIE,"['comedy', 'drama']",,3.602
Santana,MOVIE,"['action', 'crime', 'drama']",3.8,7.095
Hunter in the Blue Side of Manchester,MOVIE,['drama'],5.7,1.488
A Perfect Day for Arsenide,SHOW,"['drama', 'romance']",5.0,1.4
Tarung Sarung,MOVIE,"['drama', 'action', 'sport', 'thriller']",5.9,3.165
A Go! Go! Cory Carson Summer Camp,MOVIE,['animation'],,2.143
True: Wuzzle Wegg Day,MOVIE,['animation'],,1.197
I Have A Script,SHOW,['drama'],,2.143
Gold Statue,MOVIE,"['drama', 'comedy']",6.2,1.306
The Zoya Factor,MOVIE,"['romance', 'sport', 'comedy', 'drama']",4.3,3.737
"Hello, Love, Goodbye",MOVIE,"['drama', 'romance']",7.3,9.819
Super Monsters Furever Friends,MOVIE,"['fantasy', 'animation']",5.7,22.32
Hot Gimmick: Girl Meets Boy,MOVIE,"['drama', 'romance']",4.4,4.889
Yeh Ballet,MOVIE,['drama'],7.5,5.098
糖糖Online,SHOW,"['drama', 'family']",5.4,0.6
Andhaghaaram,MOVIE,"['thriller', 'horror']",7.6,2.54
Liss Pereira: Reteniendo Liquidos,MOVIE,['comedy'],6.4,1.161
Southern Survival,SHOW,['reality'],5.2,1.847
Answer for Heaven,SHOW,"['drama', 'comedy', 'crime']",,1.568
Wave of Cinema: Filosofi Kopi,MOVIE,"['documentation', 'music']",,0.908
Hire a Woman,MOVIE,"['romance', 'comedy']",7.1,
Super Monsters Save Christmas,MOVIE,"['family', 'animation', 'fantasy']",4.8,2.865
True: Tricky Treat Day,MOVIE,"['animation', 'family']",,2.308
I'm Leaving Now,MOVIE,"['documentation', 'european']",6.6,1.517
Ludo,MOVIE,"['crime', 'comedy', 'drama', 'action']",7.6,10.329
Mallesham,MOVIE,['drama'],8.3,1.915
Super Monsters: The New Class,MOVIE,['animation'],,2.7
Mike Epps: Only One Mike,MOVIE,['comedy'],4.7,2.06
Kill Me If You Dare,MOVIE,"['romance', 'comedy']",4.4,3.102
The 9th Precinct,MOVIE,"['crime', 'fantasy', 'thriller', 'drama', 'action']",5.6,14.932
True: Winter Wishes,MOVIE,"['action', 'family', 'animation']",,3.056
Whindersson Nunes: Adulto,MOVIE,['comedy'],7.0,4.076
Ratones Paranoicos: The Band That Rocked Argentina,MOVIE,"['documentation', 'music']",,1.237
Styling Hollywood,SHOW,['reality'],6.6,1.289
"Kalel, 15",MOVIE,['drama'],7.2,2.69
Kandasamys: The Wedding,MOVIE,['comedy'],6.0,2.263
Birders,MOVIE,['documentation'],,2.791
A Tale of Two Kitchens,MOVIE,['documentation'],6.5,2.511
Mujeres arriba,MOVIE,"['comedy', 'romance']",3.8,5.945
2 Weeks in Lagos,MOVIE,"['romance', 'drama', 'comedy']",6.5,1.223
Kids on the Block,MOVIE,"['comedy', 'family']",5.6,2.383
Eggnoid: Love & Time Portal,MOVIE,"['romance', 'scifi', 'drama', 'fantasy']",6.1,
Asura Guru,MOVIE,"['action', 'crime', 'thriller']",3.2,
Bangkok Buddies,SHOW,"['drama', 'comedy']",6.8,3.237
Kaake Da Viyah,MOVIE,"['comedy', 'romance']",5.1,0.999
Horrid Henry's Gross Day Out,MOVIE,"['family', 'animation', 'action', 'comedy']",5.9,2.448
House Arrest,MOVIE,['comedy'],5.5,3.176
Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,MOVIE,"['documentation', 'sport']",6.0,0.67
Bombairiya,MOVIE,"['drama', 'crime', 'comedy']",4.5,2.423
Dad Wanted,MOVIE,"['drama', 'family', 'comedy']",5.7,8.354
Rooting for Roona,MOVIE,['documentation'],,4.306
Revenge of the Pontianak,MOVIE,"['horror', 'romance']",5.3,4.274
Wanted - Matloubin,MOVIE,"['comedy', 'drama']",4.5,
Love for Sale 2,MOVIE,"['drama', 'romance']",7.0,2.626
Uriyadi 2,MOVIE,"['action', 'thriller']",7.1,2.803
Chhota Bheem Ka Roosi Romanch,MOVIE,['animation'],,0.619
Irandam Ulagaporin Kadaisi Gundu,MOVIE,"['drama', 'thriller']",7.2,1.87
Unroyal,MOVIE,"['drama', 'comedy', 'romance']",,0.981
Carlos Almaraz: Playing with Fire,MOVIE,['documentation'],7.5,0.896
Hamid,MOVIE,['drama'],7.7,1.578
Life Overtakes Me,MOVIE,['documentation'],5.0,8.087
David A. Arnold Fat Ballerina,MOVIE,['comedy'],7.3,1.859
Upstarts,MOVIE,['drama'],6.7,1.86
Mehandi Circus,MOVIE,['drama'],7.3,2.967
Feo pero Sabroso,MOVIE,['comedy'],4.3,8.017
This Earth of Mankind,MOVIE,"['drama', 'history']",6.8,2.346
The American Game,MOVIE,['comedy'],,1.773
Francesco De Carlo: Cose di Questo Mondo,MOVIE,['comedy'],6.3,2.359
#FriendButMarried 2,MOVIE,"['drama', 'comedy', 'romance']",6.9,2.063
Elf Pets: Santa's Reindeer Rescue,MOVIE,['animation'],,1.028
Sarvam Thaala Mayam,MOVIE,"['drama', 'music']",7.6,2.903
True: Rainbow Rescue,MOVIE,['animation'],,2.41
Spirit Riding Free: Ride Along Adventure,MOVIE,"['animation', 'comedy', 'action', 'family', 'western', 'drama']",6.1,1.52
Fadily Camara: La plus drôle de tes copines,MOVIE,['comedy'],5.7,2.2
Anelka: Misunderstood,MOVIE,"['documentation', 'sport']",6.4,7.071
Mohamed Hussein,MOVIE,['comedy'],,1.906
American Factory: A Conversation with the Obamas,MOVIE,['documentation'],,2.344
Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,MOVIE,['documentation'],,0.72
Mokalik (Mechanic),MOVIE,"['comedy', 'drama']",6.2,1.325
Amit Tandon: Family Tandoncies,MOVIE,['comedy'],7.1,1.388
The Panti Sisters,MOVIE,"['comedy', 'drama', 'romance']",5.5,3.741
15 August,MOVIE,"['romance', 'drama']",5.7,2.559
Antoine Griezmann: The Making of a Legend,MOVIE,"['documentation', 'sport']",6.5,5.362
Dear Affy,MOVIE,"['romance', 'comedy']",5.2,0.939
Sur Sapata,MOVIE,"['comedy', 'drama', 'sport']",7.3,1.295
Luccas Neto in: Children's Day,MOVIE,"['comedy', 'family']",2.5,2.23
Death Can Wait,MOVIE,['comedy'],4.6,4.115
Super Monsters Back to School,MOVIE,['animation'],6.2,2.472
Love Like the Falling Rain,MOVIE,"['drama', 'romance', 'fantasy']",4.7,3.639
Marjoun and the Flying Headscarf,MOVIE,['drama'],6.8,1.61
Kilometers and Kilometers,MOVIE,"['action', 'drama', 'comedy']",6.3,2.453
Ghosts of Sugar Land,MOVIE,['documentation'],,3.349
Pinkfong & Baby Shark's Space Adventure,MOVIE,"['animation', 'family', 'music', 'fantasy']",5.1,3.193
One Take,MOVIE,"['documentation', 'music', 'drama']",5.9,0.6
Ali & Alia,MOVIE,"['drama', 'romance']",5.0,0.604
Love and Fury,MOVIE,['documentation'],6.6,0.865
Maniyarayile Ashokan,MOVIE,"['drama', 'comedy', 'romance']",4.7,2.534
Gone,MOVIE,"['horror', 'drama']",7.4,0.6
Motu Patlu the Superheroes – Super Villains from Mars,MOVIE,"['animation', 'action', 'comedy']",,0.89
Born Beautiful,MOVIE,['comedy'],5.4,2.213
Amsterdam to Anatolia,MOVIE,"['thriller', 'drama']",,1.017
Quam's Money,MOVIE,['crime'],,1.91
To Be of Service,MOVIE,['documentation'],7.3,1.499
What are the Odds?,MOVIE,"['drama', 'documentation', 'music']",5.2,1.097
"Sincerely Yours, Dhaka",MOVIE,['drama'],6.9,1.277
Fukrey Boyzzz: Space Mein Fukrapanti,MOVIE,"['animation', 'comedy', 'family']",7.8,1.215
DeMarcus Family Rules,SHOW,['reality'],6.4,1.532
Si Doel the Movie 3,MOVIE,"['drama', 'romance']",6.5,
Zulu Man in Japan,MOVIE,['documentation'],,0.623
Grego Rossello: Disculpe las molestias,MOVIE,['comedy'],4.5,1.703
Baewatch: Parental Guidance,SHOW,[],,0.606
Super Monsters: Dia de los Monsters,MOVIE,['animation'],,3.052
"Blue, Painful, and Brittle",MOVIE,['action'],,3.108
Kalek Shanab,MOVIE,['comedy'],,1.399
Sky Tour: The Movie,MOVIE,"['music', 'documentation']",5.5,2.554
The Charming Stepmom,SHOW,"['family', 'romance', 'comedy']",7.9,5.114
Saverio Raimondo: Il Satiro Parlante,MOVIE,['comedy'],5.7,1.235
Lola Igna,MOVIE,"['drama', 'comedy']",7.2,2.141
Generasi 90an: Melankolia,MOVIE,['drama'],,3.285
Mutiny of the Worker Bees,MOVIE,['comedy'],4.1,6.093
I'm Glad I Did,MOVIE,['documentation'],8.4,1.424
RK Nagar,MOVIE,"['comedy', 'romance']",5.1,1.69
"Martin Matte: La vie, la mort... eh la la..!",MOVIE,['comedy'],6.5,1.513
3 Logical Exits,MOVIE,['documentation'],,1.447
David Batra: Elephant in The Room,MOVIE,['comedy'],5.9,2.333
Luccas Neto in: The End of Christmas,MOVIE,[],,1.603
Arashi's Diary: Voyage,SHOW,"['documentation', 'music']",7.8,3.2
Evvarikee Cheppoddu,MOVIE,"['drama', 'romance']",7.2,1.938
The House Arrest of Us,SHOW,"['comedy', 'romance']",5.5,1.852
"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",MOVIE,"['documentation', 'music']",,1.515
Ave Maryam,MOVIE,"['romance', 'drama']",6.9,2.006
Uncle Naji in UAE,MOVIE,"['comedy', 'horror']",5.0,1.272
Voiceless,MOVIE,['thriller'],6.7,0.6
Mayday Life,MOVIE,"['music', 'documentation']",6.7,16.787
Super Monsters: Vida's First Halloween,MOVIE,"['comedy', 'animation']",5.9,2.494
Children of Adam,SHOW,"['drama', 'action']",7.7,3.843
40 Sticks,MOVIE,['thriller'],5.7,0.84
Belmonte,MOVIE,"['drama', 'comedy', 'european']",6.1,2.003
An Unremarkable Christmas,MOVIE,"['comedy', 'drama']",3.2,3.963
Nailed It! France,SHOW,['reality'],6.5,1.4
Kambili: The Whole 30 Yards,MOVIE,"['romance', 'comedy']",6.8,2.103
Wave of Cinema: Surat Dari Timur,MOVIE,['music'],,0.66
GIMS: On the Record,MOVIE,"['music', 'documentation']",6.8,4.812
Mighty Little Bheem: Festival of Colors,SHOW,"['animation', 'comedy']",7.2,0.648
Between Maybes,MOVIE,"['drama', 'romance']",6.2,1.939
Alone/Together,MOVIE,"['romance', 'drama']",6.6,1.6
StarBeam: Halloween Hero,MOVIE,['animation'],,2.429
"Yours Sincerely, Kanan Gill",MOVIE,['comedy'],7.1,2.638
Ladies Up,SHOW,"['reality', 'comedy']",4.3,1.598
Finding Hubby,MOVIE,"['comedy', 'romance']",,1.597
We Are One,MOVIE,['documentation'],4.7,3.168
In the Bosom of a Thorn,SHOW,['drama'],7.2,0.675
Alelí,MOVIE,"['comedy', 'drama']",6.3,10.225
Ainu Mosir,MOVIE,['drama'],6.6,1.177
Bhai - Vyakti Ki Valli 2,MOVIE,"['drama', 'comedy']",7.6,1.015
Finding Agnes,MOVIE,['drama'],5.0,1.801
Free Rein: Valentine's Day,MOVIE,['romance'],,9.313
Daniel Sosa: Maleducado,MOVIE,['comedy'],6.1,4.044
The App That Stole Christmas,MOVIE,"['comedy', 'drama']",3.7,2.678
Sanitation Day,MOVIE,"['thriller', 'crime']",3.3,0.994
Dreamy Eyes,MOVIE,"['drama', 'romance']",,4.549
Park Na-rae: Glamour Warning,MOVIE,['comedy'],,1.383
Crazy Awesome Teachers,MOVIE,"['comedy', 'drama']",6.1,4.187
The Girl and the Gun,MOVIE,"['action', 'crime', 'thriller']",,1.708
Chico Bon Bon and the Very Berry Holiday,MOVIE,"['animation', 'family']",5.7,11.049
True Tunes,SHOW,"['family', 'animation']",8.0,1.522
Awon Boyz,MOVIE,['documentation'],,0.65
In Vitro,MOVIE,[],7.7,
El límite infinito,MOVIE,['documentation'],,1.28
In Paradox,MOVIE,"['thriller', 'fantasy']",5.0,1.234
Rakkhosh,MOVIE,['horror'],4.8,3.565
Aziza,MOVIE,['drama'],,1.017
One Like It,MOVIE,[],,0.961
Vir Das: Outside in - The Lockdown Special,MOVIE,['comedy'],6.4,3.077
The Good Bandit,SHOW,"['comedy', 'crime', 'drama', 'family']",7.8,4.072
100% Halal,MOVIE,['drama'],,1.603
Marked,MOVIE,['documentation'],,0.611
Baxu and the Giants,MOVIE,['fantasy'],,0.665
Loving is Losing,MOVIE,[],,0.759
Motu Patlu in the Game of Zones,MOVIE,"['fantasy', 'comedy', 'animation']",,1.307
Leyla Everlasting,MOVIE,['comedy'],3.7,2.482
We Are Legends,MOVIE,['action'],5.2,1.663
My Stupid Boss 2,MOVIE,"['comedy', 'drama']",6.6,1.706
Fate of Alakada,MOVIE,['comedy'],6.9,1.307
Sab el-Burumbah,MOVIE,['comedy'],5.6,3.134
Si Doel the Movie 2,MOVIE,"['romance', 'drama']",6.8,1.332
After Maria,MOVIE,['documentation'],,1.997
Mama Drama,MOVIE,['drama'],6.3,
Rudra: Secret of the Black Moon,MOVIE,[],,0.6
The Wedding Shaman,MOVIE,"['drama', 'romance']",7.1,3.818
PNL - Dans la légende tour,MOVIE,"['music', 'documentation']",,2.174
Cairo's Class,SHOW,['drama'],,0.809
She Is,MOVIE,['drama'],5.8,1.103
Holy Expectations,MOVIE,['comedy'],5.2,2.294
마법버스 타요,SHOW,[],,0.6
Nenjamundu Nermaiyundu Odu Raja,MOVIE,"['comedy', 'romance', 'drama']",6.1,0.982
The Book of Sun,MOVIE,"['drama', 'thriller']",,3.075
Go! The Unforgettable Party,MOVIE,"['music', 'family']",5.1,12.439
The Day I Lost My Shadow,MOVIE,['drama'],6.1,0.796
นางสาวก้นครัว,SHOW,[],,2.431
Miranda Sings Live... Your Welcome,MOVIE,"['comedy', 'music']",5.4,3.222
Wave of Cinema: Generasi 90an,MOVIE,['music'],,0.619
Story of Kale: When Someone's in Love,MOVIE,"['drama', 'romance']",6.4,2.048
Sakaling Maging Tayo,MOVIE,"['romance', 'comedy']",7.0,1.506
Thottappan,MOVIE,['drama'],6.9,1.86
Ibrahim: A Fate to Define,MOVIE,['documentation'],7.4,1.121
Super Monsters: Santa's Super Monster Helpers,MOVIE,"['animation', 'family']",4.5,1.97
Mighty Little Bheem: Diwali,SHOW,"['comedy', 'animation']",7.7,0.9
High End Yaariyaan,MOVIE,"['romance', 'comedy', 'drama', 'family']",5.4,2.169
Edoardo Ferrario: Temi Caldi,MOVIE,['comedy'],6.5,3.299
What the Love! with Karan Johar,SHOW,['reality'],,1.437
The Gray Man,MOVIE,"['thriller', 'action']",6.6,510.268
Resident Evil,SHOW,"['scifi', 'thriller', 'action', 'horror']",3.7,1387.392
RRR,MOVIE,"['drama', 'action']",8.0,53.526
Sing 2,MOVIE,"['comedy', 'family', 'fantasy', 'music', 'drama', 'animation']",7.4,545.619
The Man from Toronto,MOVIE,"['action', 'thriller', 'drama', 'romance', 'comedy']",5.8,1439.906
Persuasion,MOVIE,"['romance', 'drama', 'comedy']",,127.205
Hustle,MOVIE,"['drama', 'sport', 'comedy']",7.4,746.928
Spiderhead,MOVIE,"['scifi', 'thriller', 'drama', 'action', 'crime']",5.4,996.869
The Lincoln Lawyer,SHOW,"['crime', 'drama', 'thriller']",7.7,68.925
Man vs. Bee,SHOW,"['comedy', 'family']",6.8,260.169
The Sea Beast,MOVIE,"['comedy', 'family', 'fantasy', 'scifi', 'animation']",7.1,1723.363
Girl in the Picture,MOVIE,"['documentation', 'crime']",7.3,219.908
How to Change Your Mind,SHOW,['documentation'],8.2,19.552
God's Favorite Idiot,SHOW,"['comedy', 'fantasy']",5.7,7.322
Keep Sweet: Pray and Obey,SHOW,"['crime', 'documentation']",7.4,10.307
Incantation,MOVIE,['horror'],6.2,2274.044
Umma,MOVIE,"['horror', 'drama']",4.6,155.039
D.B. Cooper: Where Are You?!,SHOW,"['crime', 'documentation']",,15.171
"Boo, Bitch",SHOW,"['scifi', 'comedy']",5.7,481.983
Operation Mincemeat,MOVIE,"['drama', 'war', 'history']",6.6,44.29
Midnight Mass,SHOW,"['fantasy', 'horror', 'action', 'drama', 'scifi']",7.7,73.108
Inventing Anna,SHOW,['drama'],6.8,74.876
Valley of the Dead,MOVIE,"['comedy', 'horror', 'war', 'fantasy', 'thriller', 'action']",6.5,1668.296
Snowflake Mountain,SHOW,['reality'],4.9,3.681
Bill Burr: Live at Red Rocks,MOVIE,"['comedy', 'documentation']",7.8,16.145
Anatomy of a Scandal,SHOW,"['drama', 'thriller']",7.0,11.678
Arcane,SHOW,"['scifi', 'action', 'drama', 'animation', 'fantasy']",9.0,106.45
Squid Game,SHOW,"['action', 'thriller', 'drama']",8.0,361.925
Money Heist (Korean Remake),SHOW,"['action', 'drama', 'thriller', 'crime']",5.2,904.326
The Adam Project,MOVIE,"['drama', 'action', 'comedy', 'scifi']",6.7,317.154
Heartstopper,SHOW,"['romance', 'drama']",8.7,165.66
Extraordinary Attorney Woo,SHOW,['drama'],,511.033
Pieces of Her,SHOW,"['drama', 'crime', 'thriller']",6.3,18.516
Maid,SHOW,"['drama', 'comedy']",8.4,0.6
Don't Look Up,MOVIE,"['comedy', 'drama', 'scifi']",7.2,120.874
The Power of the Dog,MOVIE,"['drama', 'romance', 'western']",6.8,41.183
How To Build a Sex Room,SHOW,['reality'],5.3,8.976
"BASTARD‼ -Heavy Metal, Dark Fantasy-",SHOW,"['animation', 'action', 'scifi', 'comedy', 'fantasy']",6.7,23.009
The Longest Night,SHOW,"['action', 'crime', 'drama', 'thriller']",5.8,0.6
You Don't Know Me,SHOW,"['drama', 'crime']",6.9,6.332
Blasted,MOVIE,"['action', 'comedy', 'scifi']",4.8,41.268
First Kill,SHOW,"['thriller', 'drama', 'fantasy', 'horror']",6.4,252.955
"Hello, Goodbye, and Everything in Between",MOVIE,"['drama', 'comedy', 'romance']",4.9,564.004
Queen,SHOW,['drama'],7.1,8.782
King of Stonks,SHOW,"['comedy', 'drama', 'thriller']",6.0,9.01
Alba,SHOW,['drama'],6.2,87.031
Interceptor,MOVIE,"['thriller', 'action', 'drama']",4.5,438.512
Alchemy of Souls,SHOW,"['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance']",8.6,108.72
The Pentaverate,SHOW,['comedy'],6.1,8.239
Murderville,SHOW,"['comedy', 'crime']",6.8,5.846
Vikings: Valhalla,SHOW,"['war', 'action', 'drama', 'history', 'romance']",7.1,236.161
The Lost Daughter,MOVIE,['drama'],6.7,36.068
Uncle From Another World,SHOW,['scifi'],,64.356
Shadow and Bone,SHOW,"['scifi', 'drama', 'fantasy', 'action']",7.6,28.08
Kung Fu Panda: The Dragon Knight,SHOW,"['action', 'animation', 'family', 'fantasy', 'comedy']",5.9,656.832
"tick, tick... BOOM!",MOVIE,['drama'],7.5,33.246
"Web of Make Believe: Death, Lies and the Internet",SHOW,"['crime', 'documentation']",6.1,5.959
The Woman in the House Across the Street from the Girl in the Window,SHOW,"['thriller', 'crime', 'drama', 'comedy']",6.3,14.902
Red Notice,MOVIE,"['thriller', 'action', 'comedy', 'crime']",6.3,311.673
Café Minamdang,SHOW,"['drama', 'comedy', 'crime', 'thriller']",7.0,51.111
The Future Of,SHOW,['documentation'],4.7,6.998
