title,type,genres,imdb_score,tmdb_popularity
Death at a Funeral,MOVIE,"['comedy', 'drama']",5.7,15.989
Dreamer: Inspired By a True Story,MOVIE,"['family', 'drama', 'sport', 'fantasy']",6.8,10.235
Jackass 2.5,MOVIE,"['documentation', 'comedy']",,28.197
Premonition,MOVIE,"['thriller', 'drama', 'fantasy']",5.9,14.21
Soul Plane,MOVIE,"['romance', 'comedy']",4.5,21.864
Metallica: Some Kind of Monster,SHOW,['western'],,0.893
The Texas Chainsaw Massacre: The Beginning,MOVIE,"['thriller', 'horror', 'documentation']",5.8,57.763
The Contractor,MOVIE,"['thriller', 'european']",,15.026
Ouran High School Host Club,SHOW,"['comedy', 'drama', 'animation', 'romance']",8.2,18.186
Masha and the Bear,SHOW,"['family', 'action', 'animation', 'comedy']",7.5,38.171
Louis C.K.: Hilarious,MOVIE,['comedy'],8.4,5.717
Mobile Suit Gundam Unicorn,SHOW,"['scifi', 'animation', 'action', 'drama', 'war']",7.8,10.936
Wakfu,SHOW,"['action', 'scifi', 'family', 'fantasy', 'animation', 'european']",8.1,19.736
Deck the Halls,MOVIE,"['family', 'comedy']",5.0,11.999
Takers,MOVIE,"['action', 'crime', 'drama', 'thriller']",6.2,15.872
Vampire Knight,SHOW,"['animation', 'drama', 'action', 'scifi', 'thriller', 'fantasy', 'horror', 'romance']",7.3,17.547
Boys Over Flowers,SHOW,"['comedy', 'drama', 'romance']",7.9,80.384
Like Stars on Earth,MOVIE,"['drama', 'family']",8.3,17.66
Did You Hear About the Morgans?,MOVIE,"['comedy', 'drama', 'romance']",4.9,12.459
Stuart Little 2,MOVIE,"['animation', 'comedy', 'family', 'action', 'fantasy']",5.5,36.691
The Garfield Show,SHOW,"['animation', 'comedy', 'family', 'european']",5.4,25.677
Ben & Holly's Little Kingdom,SHOW,"['animation', 'comedy', 'family', 'fantasy', 'european']",7.4,11.735
Half Past Dead,MOVIE,"['thriller', 'action', 'crime', 'european']",4.6,12.906
Code Lyoko,SHOW,"['action', 'animation', 'comedy', 'thriller', 'scifi', 'family', 'romance', 'fantasy']",7.3,9.597
DreamWorks Shrek's Swamp Stories,SHOW,"['comedy', 'family', 'fantasy', 'horror', 'music', 'animation', 'scifi']",6.5,5.014
Christmas with the Kranks,MOVIE,"['comedy', 'family']",5.4,17.708
The Game,SHOW,"['drama', 'comedy', 'romance', 'sport']",6.6,12.124
Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,"['comedy', 'documentation']",8.1,2.422
Alpha and Omega,MOVIE,"['animation', 'family', 'comedy', 'action', 'romance']",5.1,13.523
Pororo the Little Penguin,SHOW,"['scifi', 'family', 'animation', 'action']",6.3,4.404
The Legend of Bruce Lee,SHOW,"['action', 'drama']",7.0,21.479
Den-noh Coil,SHOW,"['scifi', 'animation', 'comedy', 'drama']",7.8,13.045
Open Season 2,MOVIE,['comedy'],,18.558
Initial D,MOVIE,"['crime', 'thriller', 'drama', 'action', 'animation', 'romance', 'comedy']",6.3,18.607
Naruto Shippuden the Movie,MOVIE,"['animation', 'action', 'fantasy', 'family']",6.7,316.471
Gifted Hands: The Ben Carson Story,MOVIE,['drama'],7.6,43.409
The Legend of the Nahuala,MOVIE,"['fantasy', 'animation', 'family']",6.1,47.66
One Piece: Strong World,MOVIE,"['fantasy', 'action', 'animation']",7.5,39.946
Chaos,MOVIE,"['crime', 'drama', 'action', 'thriller', 'european']",6.4,17.029
Waist Deep,MOVIE,"['thriller', 'action', 'drama', 'crime']",5.8,15.58
Zig and Sharko,SHOW,"['comedy', 'romance', 'action', 'animation', 'family', 'fantasy', 'european']",6.8,19.476
Trailer Park Boys: The Movie,MOVIE,"['comedy', 'crime']",7.1,6.191
Johnny Test,SHOW,"['animation', 'comedy', 'drama', 'family', 'scifi', 'action']",5.1,22.516
Tito,MOVIE,"['documentation', 'crime', 'drama', 'romance', 'action']",7.2,1.814
Even the Rain,MOVIE,"['drama', 'european', 'history']",7.4,8.526
Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,"['comedy', 'documentation']",7.6,3.787
Bo on the Go!,SHOW,['animation'],4.2,1.52
Udaan,MOVIE,['drama'],8.1,5.019
Om Shanti Om,MOVIE,"['thriller', 'drama', 'action', 'comedy', 'fantasy', 'romance']",6.7,11.847
Trailer Park Boys: Countdown to Liquor Day,MOVIE,"['comedy', 'crime']",7.3,4.683
Half & Half,SHOW,['comedy'],7.0,8.06
Kabhi Khushi Kabhie Gham,MOVIE,"['drama', 'romance']",7.4,13.699
Kal Ho Naa Ho,MOVIE,"['drama', 'romance', 'comedy']",7.9,12.001
Jab We Met,MOVIE,"['romance', 'comedy', 'drama']",7.9,8.69
From Within,MOVIE,"['horror', 'thriller', 'documentation', 'war', 'european']",5.6,7.282
Black Friday,MOVIE,"['crime', 'history', 'action', 'drama']",8.4,5.753
Kung Fu Panda Awesome Secrets,SHOW,"['action', 'animation', 'comedy', 'family']",7.1,
Jodhaa Akbar,MOVIE,"['romance', 'history', 'war', 'action', 'drama']",7.5,11.959
Dinosaur King,SHOW,"['action', 'animation', 'scifi', 'comedy', 'family', 'western']",5.6,28.909
"Cairo 6,7,8",MOVIE,['drama'],7.4,4.431
Zach Galifianakis: Live at the Purple Onion,MOVIE,"['comedy', 'documentation']",7.2,4.43
First Sunday,MOVIE,"['comedy', 'action', 'crime', 'drama']",4.5,8.809
El Escamoso,SHOW,"['drama', 'comedy']",7.5,32.626
Inuyasha the Movie: Affections Touching Across Time,MOVIE,"['action', 'animation', 'fantasy']",7.2,36.262
Swades,MOVIE,"['drama', 'european']",8.1,10.352
Bon Cop Bad Cop,MOVIE,"['comedy', 'crime', 'action', 'scifi', 'drama', 'thriller']",6.5,7.956
Horrid Henry,SHOW,"['animation', 'comedy', 'family', 'music', 'fantasy', 'european']",6.3,2.36
The Boy Who Cried Werewolf,MOVIE,"['fantasy', 'horror', 'family', 'comedy']",5.9,17.774
Rang De Basanti,MOVIE,"['drama', 'history', 'comedy', 'crime']",8.1,6.848
The Mafia Dolls,SHOW,"['drama', 'action']",6.6,27.667
Vientos de agua,SHOW,['drama'],8.8,1.41
Timmy Time,SHOW,"['animation', 'comedy', 'family', 'fantasy', 'european']",6.9,14.959
Iris,SHOW,"['action', 'drama', 'comedy', 'reality', 'romance', 'thriller']",7.8,9.239
Guru,MOVIE,"['romance', 'documentation', 'drama', 'european']",7.7,8.071
Whitney Cummings: Money Shot,MOVIE,"['comedy', 'documentation']",6.2,2.718
Welcome,MOVIE,"['drama', 'action', 'comedy', 'romance', 'crime']",7.0,8.815
Jim Gaffigan: King Baby,MOVIE,"['comedy', 'documentation']",7.7,4.283
Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,['comedy'],7.6,3.826
Tayo the Little Bus,SHOW,"['animation', 'comedy', 'family']",5.3,4.871
Dil Chahta Hai,MOVIE,"['romance', 'comedy', 'drama']",8.1,5.704
Anbe Sivam,MOVIE,"['comedy', 'drama']",8.7,4.634
One on One,SHOW,['comedy'],7.0,6.204
Tony Manero,MOVIE,"['drama', 'music']",6.8,3.891
A Lion in the House,MOVIE,['documentation'],8.7,2.821
Bleach the Movie: Fade to Black,MOVIE,"['fantasy', 'action', 'drama', 'animation']",7.1,40.732
Delta Farce,MOVIE,"['comedy', 'action']",3.6,10.367
My Suicide,MOVIE,"['drama', 'comedy']",7.0,2.951
Phir Hera Pheri,MOVIE,"['comedy', 'crime']",7.1,8.428
Naruto Shippuden the Movie: The Lost Tower,MOVIE,"['animation', 'action', 'fantasy']",6.8,97.631
Divine Intervention,MOVIE,"['romance', 'comedy', 'drama', 'war']",6.6,2.894
Da Kath & Kim Code,MOVIE,['comedy'],7.3,1.366
Trotro,SHOW,"['animation', 'family', 'european']",6.3,1.841
Kevin Hart: I'm a Grown Little Man,MOVIE,"['comedy', 'documentation']",7.5,6.236
Bleach the Movie: Hell Verse,MOVIE,"['fantasy', 'animation', 'action']",7.4,53.143
Naruto Shippuden the Movie: Bonds,MOVIE,"['fantasy', 'animation', 'action']",6.8,109.752
Don,MOVIE,"['thriller', 'crime', 'action', 'european']",7.1,8.892
Chup Chup Ke,MOVIE,"['comedy', 'drama', 'romance']",6.9,3.942
Naruto Shippuden the Movie: The Will of Fire,MOVIE,"['action', 'comedy', 'drama', 'fantasy', 'animation']",7.0,101.203
Fashion,MOVIE,"['drama', 'romance']",6.9,7.048
Arahan,MOVIE,"['fantasy', 'action', 'comedy', 'thriller']",6.6,12.181
DreamWorks Spooky Stories,SHOW,['animation'],6.2,0.88
Oscar's Oasis,SHOW,"['animation', 'comedy', 'european']",7.4,4.963
Whisky,MOVIE,"['comedy', 'drama']",7.1,5.108
Ajab Prem Ki Ghazab Kahani,MOVIE,"['comedy', 'action', 'romance']",6.3,6.675
Te quiero,MOVIE,"['drama', 'comedy', 'european']",5.0,0.967
Doing Hard Time,MOVIE,"['action', 'crime', 'drama']",,7.867
Sir! No Sir!,MOVIE,"['war', 'documentation']",7.6,2.089
Race,MOVIE,"['drama', 'action', 'thriller', 'crime', 'comedy']",7.0,5.732
Sivaji: The Boss,MOVIE,"['action', 'drama', 'thriller', 'crime']",7.5,7.686
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,"['fantasy', 'action', 'animation', 'romance', 'comedy']",7.3,30.957
Interview with a Serial Killer,MOVIE,"['documentation', 'crime']",5.9,1.378
Edge of the Universe,SHOW,['documentation'],7.2,1.139
G.O.R.A.,MOVIE,"['action', 'comedy', 'scifi']",8.0,7.047
Guzaarish,MOVIE,"['romance', 'drama']",7.4,5.554
Dreamworks Happy Holidays from Madagascar,SHOW,"['animation', 'comedy', 'family']",6.5,3.42
Raajneeti,MOVIE,"['drama', 'thriller', 'crime']",7.1,3.761
Monty Python Conquers America,MOVIE,['documentation'],,2.177
Jaane Tu... Ya Jaane Na,MOVIE,"['drama', 'comedy', 'romance']",7.4,7.196
Accident,MOVIE,"['action', 'drama', 'thriller']",6.6,5.165
Jeff Dunham: Arguing with Myself,MOVIE,"['comedy', 'documentation']",8.0,5.406
Chalte Chalte,MOVIE,"['drama', 'romance']",6.5,6.121
Naruto: Ninja Clash in the Land of Snow,MOVIE,"['comedy', 'fantasy', 'animation', 'action']",6.6,50.604
Taxi No. 9 2 11,MOVIE,"['drama', 'thriller', 'comedy']",7.2,2.636
Yuva,MOVIE,"['crime', 'action', 'drama', 'thriller']",7.3,3.893
Cocaine,SHOW,"['documentation', 'european']",7.1,0.6
The Cartel,SHOW,"['action', 'drama', 'crime', 'thriller', 'comedy']",8.0,189.665
Wake Up Sid,MOVIE,"['comedy', 'drama', 'romance']",7.6,5.035
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,"['action', 'comedy', 'animation', 'drama', 'fantasy']",7.0,51.441
Awara Paagal Deewana,MOVIE,"['comedy', 'action', 'crime', 'drama', 'thriller']",6.2,5.941
Kabhi Alvida Naa Kehna,MOVIE,"['drama', 'romance']",6.0,9.421
The Blue Umbrella,MOVIE,"['drama', 'family', 'fantasy', 'comedy']",7.3,2.177
Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,"['action', 'animation']",6.4,58.559
Ishqiya,MOVIE,"['thriller', 'comedy', 'drama', 'romance']",7.3,3.912
Life in a Metro,MOVIE,"['drama', 'romance', 'comedy']",7.4,3.965
Nuevo Rico Nuevo Pobre,SHOW,['comedy'],7.1,13.94
Monty Python's Personal Best,SHOW,"['comedy', 'animation']",7.9,0.6
I Hate Luv Storys,MOVIE,"['comedy', 'drama', 'romance']",5.6,6.801
Main Hoon Na,MOVIE,"['drama', 'action', 'comedy', 'romance', 'thriller']",7.0,12.629
Billu,MOVIE,"['drama', 'comedy']",6.3,7.028
Paheli,MOVIE,"['romance', 'drama', 'fantasy', 'comedy']",6.3,6.607
Rock On!!,MOVIE,"['drama', 'music']",7.7,4.956
"LSD: Love, Sex aur Dhokha",MOVIE,"['drama', 'comedy', 'crime', 'romance']",7.2,3.126
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,"['comedy', 'drama', 'animation', 'action']",6.9,38.807
Break Ke Baad,MOVIE,"['comedy', 'drama', 'romance']",5.1,3.068
Kaminey,MOVIE,"['crime', 'drama', 'action', 'thriller']",7.4,6.585
Fuga,MOVIE,"['music', 'drama', 'thriller']",6.2,2.585
Zozo,MOVIE,"['drama', 'european', 'family', 'war']",6.5,1.899
Luck by Chance,MOVIE,"['romance', 'drama', 'comedy']",7.1,4.932
Trailer Park Boys: Say Goodnight to the Bad Guys,MOVIE,['comedy'],7.8,4.344
Chhota Bheem,SHOW,"['animation', 'action', 'comedy']",4.1,1.504
Naruto: Legend of the Stone of Gelel,MOVIE,"['fantasy', 'action', 'comedy', 'drama', 'animation']",6.4,41.579
Honeymoon Travels Pvt. Ltd.,MOVIE,"['comedy', 'drama', 'romance']",6.1,5.216
Manorama Six Feet Under,MOVIE,"['drama', 'thriller', 'crime']",7.6,4.553
Dhobi Ghat,MOVIE,['drama'],7.0,7.689
Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,"['fantasy', 'animation', 'action', 'comedy']",7.2,34.264
Fated to Love You,SHOW,"['comedy', 'family', 'drama', 'romance']",7.4,4.692
Dev.D,MOVIE,"['comedy', 'drama', 'romance']",7.9,7.069
Karthik Calling Karthik,MOVIE,"['thriller', 'romance', 'drama']",7.1,7.725
Dostana,MOVIE,"['drama', 'romance', 'comedy']",6.5,8.613
Behind Enemy Lines,SHOW,['drama'],7.2,
A Lion in the House,SHOW,['documentation'],,1.487
Romantik Komedi,MOVIE,"['comedy', 'romance']",5.3,4.254
Kurbaan,MOVIE,"['thriller', 'action', 'drama', 'crime', 'romance', 'sport']",5.7,4.865
Pecados capitales,SHOW,"['romance', 'comedy', 'drama']",8.5,1.791
Once Upon a Time in Mumbaai,MOVIE,"['thriller', 'crime', 'drama', 'romance', 'action']",7.4,4.465
Delhi-6,MOVIE,"['drama', 'comedy']",6.1,2.951
Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,"['animation', 'fantasy', 'action', 'thriller']",7.6,43.092
Bluffmaster!,MOVIE,"['drama', 'comedy', 'romance', 'thriller', 'crime']",6.6,4.763
Golmaal Returns,MOVIE,"['comedy', 'crime']",5.1,6.084
Oye Lucky! Lucky Oye!,MOVIE,"['comedy', 'action', 'crime', 'drama']",7.7,4.31
Kaal,MOVIE,"['action', 'thriller', 'horror', 'scifi']",4.7,5.129
Shootout at Lokhandwala,MOVIE,"['action', 'crime', 'drama', 'history']",7.1,5.534
Kannathil Muthamittal,MOVIE,"['drama', 'war', 'action']",8.4,3.739
Madness in the Desert,MOVIE,['documentation'],8.4,1.948
Einsatzgruppen: The Nazi Death Squads,SHOW,"['documentation', 'history', 'war', 'european']",7.6,1.649
What's Your Raashee?,MOVIE,"['comedy', 'drama', 'romance']",4.8,1.912
Kyaa Kool Hai Hum,MOVIE,['comedy'],6.1,4.797
My Führer,MOVIE,"['war', 'comedy', 'drama', 'european']",5.5,6.795
Splatter,MOVIE,['horror'],,0.989
Eternal Summer,MOVIE,"['romance', 'drama']",7.0,5.577
The Ultimatum,SHOW,"['drama', 'family']",5.4,1.529
The Figurine (Araromire),MOVIE,"['horror', 'thriller', 'drama']",4.4,1.525
Jim Gaffigan: Beyond the Pale,MOVIE,"['comedy', 'documentation']",7.8,4.112
Mumbai Meri Jaan,MOVIE,['drama'],7.7,2.955
Spookley the Square Pumpkin,MOVIE,['animation'],,1.552
Kevin James: Sweat the Small Stuff,MOVIE,"['comedy', 'documentation']",7.4,1.596
Mukhsin,MOVIE,"['comedy', 'drama', 'family']",7.3,2.223
This Is the Life,MOVIE,"['music', 'documentation']",6.3,1.859
The Unjust,MOVIE,"['thriller', 'crime', 'drama', 'action']",6.6,5.963
The Trailer Park Boys Xmas Special,MOVIE,['comedy'],8.0,3.971
C Kkompany,MOVIE,"['comedy', 'drama', 'thriller']",5.5,1.831
Bosta,MOVIE,['war'],6.4,1.623
Osuofia in London,MOVIE,['comedy'],,1.4
Linewatch,MOVIE,"['thriller', 'crime', 'drama']",5.4,3.972
Tim Minchin: So F**king Rock Live,MOVIE,['comedy'],,2.714
We Are Family,MOVIE,"['drama', 'family', 'comedy']",5.6,2.767
Love in a Puff,MOVIE,"['romance', 'comedy', 'drama']",7.1,3.347
The Qin Empire,SHOW,['war'],,22.627
Lakshya,MOVIE,"['war', 'action', 'drama', 'romance']",7.8,7.299
Thomas & Friends: Thomas and the Jet Engine,MOVIE,"['animation', 'family']",,1.751
At Dolphin Bay,SHOW,"['drama', 'comedy', 'romance']",6.9,4.171
El cartel 2 - La guerra total,SHOW,"['horror', 'thriller', 'war', 'action', 'crime']",6.7,
Cocomong,SHOW,['animation'],5.6,1.831
Agyaat,MOVIE,"['horror', 'thriller', 'drama']",2.9,2.599
Vizontele,MOVIE,"['comedy', 'drama']",8.0,7.17
Do Dooni Chaar,MOVIE,"['drama', 'crime', 'comedy']",7.5,1.559
Welcome to Sajjanpur,MOVIE,"['comedy', 'drama']",6.9,1.823
Peepli Live,MOVIE,"['drama', 'comedy']",7.4,3.404
The Legend of Bhagat Singh,MOVIE,"['crime', 'drama', 'history', 'action']",8.1,3.79
Khawatir,SHOW,['reality'],9.5,
Banyuki,MOVIE,"['drama', 'action']",7.1,0.843
Main Aurr Mrs Khanna,MOVIE,"['drama', 'romance', 'comedy']",3.4,2.81
Ishq Vishk,MOVIE,"['drama', 'comedy', 'romance']",6.1,3.717
Kismat Konnection,MOVIE,"['romance', 'drama', 'comedy']",5.3,4.743
Twins Mission,MOVIE,"['action', 'comedy', 'crime', 'drama']",5.2,5.828
Frank & Cindy,MOVIE,"['documentation', 'music', 'drama']",6.9,0.943
Salt of This Sea,MOVIE,"['drama', 'romance', 'european']",6.8,1.738
Apaharan,MOVIE,"['crime', 'drama', 'action']",7.4,3.86
Gangaajal,MOVIE,"['drama', 'crime', 'action']",7.8,2.417
Laugh Out Loud,MOVIE,['comedy'],7.0,
The Fierce Wife,SHOW,['drama'],6.8,3.995
Ijé: The Journey,MOVIE,['drama'],6.2,1.394
Wedding Planner,SHOW,['drama'],,
Harishchandrachi Factory,MOVIE,"['comedy', 'drama', 'history']",8.4,2.115
Gina Yashere: Skinny B*tch,MOVIE,"['comedy', 'documentation']",6.5,0.955
Sergio,MOVIE,['documentation'],7.4,2.51
The Kite,MOVIE,['drama'],6.4,1.383
Beast Stalker,MOVIE,"['thriller', 'action']",6.8,4.046
Aamir,MOVIE,"['thriller', 'crime', 'drama', 'action']",7.6,4.053
The Hospital,SHOW,['drama'],7.4,5.066
Chhota Bheem Aur Krishna,MOVIE,"['fantasy', 'animation', 'action']",6.4,1.113
Palermo Hollywood,MOVIE,['drama'],5.3,2.239
Connected,MOVIE,"['thriller', 'action', 'crime']",6.6,4.903
EMI,MOVIE,"['comedy', 'crime', 'drama']",4.4,1.507
Autumn's Concerto,SHOW,"['drama', 'family', 'romance']",7.8,7.776
Kucch To Hai,MOVIE,"['thriller', 'horror', 'romance', 'drama']",4.3,1.84
Fida,MOVIE,"['romance', 'thriller', 'action', 'crime', 'drama']",5.4,2.932
Breakout,SHOW,"['drama', 'action']",6.7,1.546
My Amnesia Girl,MOVIE,"['comedy', 'romance']",6.7,2.228
Pink Zone,SHOW,"['drama', 'romance', 'comedy']",5.8,0.682
Krishna Cottage,MOVIE,"['thriller', 'horror', 'romance', 'drama']",5.1,1.357
The Little Nyonya,SHOW,['drama'],,4.06
Jeff Dunham's Very Special Christmas Special,MOVIE,"['comedy', 'documentation']",7.4,2.581
Mission Istaanbul,MOVIE,"['action', 'drama', 'thriller']",3.4,1.009
Black & White,SHOW,"['action', 'comedy', 'sport', 'crime']",7.6,3.208
Under the Bombs,MOVIE,"['war', 'romance', 'drama', 'history', 'european']",7.0,2.151
Kyo Kii... Main Jhuth Nahin Bolta,MOVIE,"['comedy', 'action', 'drama', 'fantasy']",5.3,2.593
The Prince Who Turns into a Frog,SHOW,"['drama', 'comedy', 'romance']",6.7,1.613
Old Thieves: The Legend of Artegio,MOVIE,"['documentation', 'crime']",8.0,1.743
Stray Bullet,MOVIE,['drama'],6.3,0.958
Well Done Abba,MOVIE,['comedy'],7.2,1.798
Kisaan,MOVIE,"['drama', 'thriller', 'action', 'crime']",5.5,1.844
Once a Gangster,MOVIE,"['comedy', 'crime', 'action']",5.7,3.253
Perazhagan,MOVIE,"['comedy', 'thriller', 'drama', 'romance']",6.4,4.414
Together,SHOW,"['drama', 'comedy']",,0.628
"Do Paise Ki Dhoop, Chaar Aane Ki Baarish",MOVIE,['drama'],6.5,1.299
Pomegranates and Myrrh,MOVIE,['drama'],6.2,2.784
Kuselan,MOVIE,"['drama', 'family', 'comedy']",4.8,1.006
Chance Pe Dance,MOVIE,"['drama', 'music', 'romance', 'comedy']",4.8,3.357
Dhan Dhana Dhan Goal,MOVIE,"['drama', 'sport', 'thriller']",5.0,5.282
Aagey Se Right,MOVIE,"['comedy', 'crime', 'drama']",5.2,1.216
Falafel,MOVIE,"['drama', 'european']",6.7,1.152
Hattrick,MOVIE,"['drama', 'comedy', 'romance', 'sport']",4.3,2.115
My MVP Valentine,SHOW,['drama'],6.8,
Like Twenty Impossibles,MOVIE,[],,0.812
Look for a Star,MOVIE,"['comedy', 'romance', 'drama']",5.6,2.345
Koi Aap Sa,MOVIE,"['romance', 'drama', 'comedy']",5.5,1.445
Unriddle,SHOW,"['thriller', 'action', 'drama']",8.0,0.6
Talentime,MOVIE,['drama'],7.4,1.387
The Family Court,SHOW,['drama'],,1.4
Dhoondte Reh Jaaoge,MOVIE,"['comedy', 'drama']",5.6,2.528
A Very Special Love,MOVIE,"['comedy', 'drama', 'romance']",6.5,2.281
Chhota Bheem & Krishna: Pataliputra- City of the Dead,MOVIE,['animation'],,
Ezra,MOVIE,"['drama', 'european']",6.4,2.368
Mighty Raju,SHOW,"['animation', 'action']",4.3,1.225
Frontiers of Dreams and Fears,MOVIE,"['documentation', 'history']",8.2,0.916
A Love Story,MOVIE,"['drama', 'romance']",6.4,2.011
Le Robe De Mariage Des Cieux,SHOW,[],,0.6
Bheem vs Aliens,MOVIE,['animation'],7.6,
The Truth,SHOW,"['thriller', 'drama']",,0.6
Tango with Me,MOVIE,"['drama', 'family', 'romance']",6.3,0.6
To and from New York,MOVIE,[],,1.401
Osuofia in London 2,MOVIE,[],,1.091
Brother's Shadow,MOVIE,['drama'],6.1,0.999
Rabun,MOVIE,"['drama', 'family']",7.6,1.201
Shameless,SHOW,"['drama', 'comedy']",8.6,252.934
Project X,MOVIE,['comedy'],6.6,148.44
Zero Dark Thirty,MOVIE,"['thriller', 'drama', 'history', 'war']",7.4,24.241
The Amazing Spider-Man,MOVIE,"['action', 'fantasy', 'scifi']",6.9,159.056
Teenage Mutant Ninja Turtles,SHOW,"['animation', 'scifi', 'action', 'family', 'thriller', 'horror', 'fantasy', 'crime', 'comedy', 'drama']",7.8,48.881
The Dark Knight Rises,MOVIE,"['thriller', 'action', 'drama', 'crime']",8.4,91.76
Mission: Impossible - Ghost Protocol,MOVIE,"['thriller', 'action']",7.4,76.839
New Girl,SHOW,"['comedy', 'romance']",7.7,72.923
Call the Midwife,SHOW,"['family', 'drama', 'history', 'european']",8.5,25.211
Black Mirror,SHOW,"['drama', 'scifi', 'thriller', 'european']",8.8,90.552
Margin Call,MOVIE,"['thriller', 'drama']",7.1,14.851
Django Unchained,MOVIE,"['western', 'drama']",8.4,66.924
Longmire,SHOW,"['drama', 'western', 'crime', 'action']",8.3,36.854
Hunter x Hunter,SHOW,"['action', 'animation', 'comedy', 'fantasy']",9.0,178.265
Ink Master,SHOW,['reality'],7.4,13.078
Les Misérables,MOVIE,"['drama', 'history', 'romance', 'war']",7.5,21.858
Argo,MOVIE,"['thriller', 'drama']",7.7,18.069
Last Tango in Halifax,SHOW,"['drama', 'comedy', 'romance', 'european']",8.3,3.392
JoJo's Bizarre Adventure,SHOW,"['scifi', 'animation', 'action', 'comedy', 'drama', 'fantasy', 'horror', 'thriller']",8.4,64.047
Kung Fu Panda 2,MOVIE,"['animation', 'family', 'comedy', 'fantasy', 'drama', 'action']",7.2,69.551
Contagion,MOVIE,"['drama', 'thriller', 'scifi', 'action']",6.8,33.992
Arrow,SHOW,"['action', 'crime', 'drama', 'thriller', 'scifi']",7.5,122.099
Ninjago: Masters of Spinjitzu,SHOW,"['animation', 'comedy', 'family', 'scifi', 'action', 'fantasy', 'european']",7.3,67.932
Sword Art Online,SHOW,"['scifi', 'action', 'animation', 'drama', 'western', 'fantasy', 'thriller', 'romance', 'comedy']",7.6,58.325
The Legend of Korra,SHOW,"['animation', 'drama', 'family', 'scifi', 'action', 'fantasy', 'comedy']",8.4,56.153
Sherlock Holmes: A Game of Shadows,MOVIE,"['action', 'crime', 'thriller']",7.4,51.119
Contraband,MOVIE,"['action', 'drama', 'crime', 'thriller']",6.4,46.41
